"id","name","short_name","country","state"
1542,Lesley University,,United States of America,MA
1543,Marine Biological Laboratory,,United States of America,MA
1544,Massachusetts College of Art and Design,,United States of America,MA
1545,Massachusetts Department of Higher Education,,United States of America,MA
1546,Massachusetts Maritime Academy,,United States of America,MA
1547,MassBay Community College,,United States of America,MA
1548,Merrimack College,,United States of America,MA
1549,Merrimack Education Center,,United States of America,MA
1550,Middlesex Community College,,United States of America,MA
1551,Middlesex School,,United States of America,MA
1552,Milton Academy,,United States of America,MA
1553,Montserrat College of Art,,United States of America,MA
1554,Mount Ida College,,United States of America,MA
1555,New England Law – Boston,,United States of America,MA
1556,North Bennet Street School,,United States of America,MA
1557,Olin College of Engineering,,United States of America,MA
1558,Salem State University,,United States of America,MA
1559,Simmons College,,United States of America,MA
1560,Smith College,,United States of America,MA
1561,Spa Tech Institute,,United States of America,MA
1562,Springfield Technical Community College,,United States of America,MA
1563,Suffolk University,,United States of America,MA
1564,The Boston Conservatory,,United States of America,MA
1565,University of Massachusetts,,United States of America,MA
1566,University of Massachusetts Medical School,,United States of America,MA
1567,Wellesley College,,United States of America,MA
1568,Western New England University,,United States of America,MA
1569,"Wheaton College, Norton",,United States of America,MA
1570,Wheelock College,,United States of America,MA
1571,Worcester State University,,United States of America,MA
1572,Anne Arundel Community College,,United States of America,MD
1573,Baltimore City Community College,,United States of America,MD
1574,Carroll Community College,,United States of America,MD
1575,Chesapeake College,,United States of America,MD
1576,College of Southern Maryland,,United States of America,MD
1577,Frederick Community College,,United States of America,MD
1578,Garrett College,,United States of America,MD
1579,Goucher College,,United States of America,MD
1580,Hagerstown Community College,,United States of America,MD
1581,Harford Community College,,United States of America,MD
1582,Hood College,,United States of America,MD
1583,Howard Community College,,United States of America,MD
1584,Johns Hopkins Bloomberg School of Public Health,,United States of America,MD
1585,Loyola University Maryland,,United States of America,MD
1586,Maryland Institute College of Art,,United States of America,MD
1587,Maryland University of Integrative Health,,United States of America,MD
1588,McDaniel College,,United States of America,MD
1589,Montgomery Blair High School,,United States of America,MD
1590,Montgomery College,,United States of America,MD
1591,Mount Saint Mary’s University,,United States of America,MD
1592,Prince George’s Community College,,United States of America,MD
1593,Saint James School,,United States of America,MD
1594,Saint John’s College,,United States of America,MD
1595,Saint Mary’s College of Maryland,,United States of America,MD
1596,Sojourner-Douglass College,,United States of America,MD
1597,The Community College of Baltimore County,,United States of America,MD
1598,University of Maryland University College,,United States of America,MD
1599,University System of Maryland,,United States of America,MD
1600,Washington College,,United States of America,MD
1601,Wor-Wic Community College,,United States of America,MD
1602,Bates College,,United States of America,ME
1603,Bowdoin College,,United States of America,ME
1604,Central Maine Community College,,United States of America,ME
1605,Colby College,,United States of America,ME
1606,College of the Atlantic,,United States of America,ME
1607,Husson University,,United States of America,ME
1608,Maine Maritime Academy,,United States of America,ME
1609,Northern Maine Community College,,United States of America,ME
1610,Saint Joseph’s College,,United States of America,ME
1611,Southern Maine Community College,,United States of America,ME
1612,Unity College,,United States of America,ME
1613,University of Main at Augusta,,United States of America,ME
1614,University of Maine,,United States of America,ME
1615,University of Maine at Presque Isle,,United States of America,ME
1616,University of Maine Fort Kent,,United States of America,ME
1617,York County Community College,,United States of America,ME
1618,Adrian College,,United States of America,MI
1619,Albion College,,United States of America,MI
1620,Alma College,,United States of America,MI
1621,Alpena Community College,,United States of America,MI
1622,Andrews University,,United States of America,MI
1623,Aquinas College,,United States of America,MI
1624,Baker College,,United States of America,MI
1625,Bay College,,United States of America,MI
1626,Calvin College,,United States of America,MI
1627,College for Creative Studies,,United States of America,MI
1628,Cornerstone University,,United States of America,MI
1629,Davenport University,,United States of America,MI
1630,Delta College,,United States of America,MI
1631,Douglas J. Aveda Institute,,United States of America,MI
1632,Finlandia University,,United States of America,MI
1633,Grand Rapids Community College,,United States of America,MI
1634,Henry Ford College,,United States of America,MI
1635,Hillsdale College,,United States of America,MI
1636,Hope College,,United States of America,MI
1637,Jackson College,,United States of America,MI
1638,Kalamazoo College,,United States of America,MI
1639,Kalamazoo Valley Community College,,United States of America,MI
1640,Kettering University,,United States of America,MI
1641,Lake Michigan College,,United States of America,MI
1642,Lansing Community College,,United States of America,MI
1643,Macomb Community College,,United States of America,MI
1644,Marygrove College,,United States of America,MI
1645,United States Naval Academy,"Annapolis, Navy",United States of America,MD
1646,University of Maryland,"College Park, UMD",United States of America,MD
1647,Monroe County Community College,,United States of America,MI
1648,Northwestern Michigan College,,United States of America,MI
1649,Oakland Community College,,United States of America,MI
1650,Saginaw Chippewa Tribal College,,United States of America,MI
1651,Saginaw Valley State University,,United States of America,MI
1652,University of Michigan-Flint,,United States of America,MI
1653,Washtenaw Community College,,United States of America,MI
1654,Wayne State,,United States of America,MI
1655,Alexandria Technical & Community College,,United States of America,MN
1656,Anoka-Ramsey Community College,,United States of America,MN
1657,Augsburg College,,United States of America,MN
1658,Bethel University,BU,United States of America,MN
1659,Carleton College,,United States of America,MN
1660,Central Lakes College,,United States of America,MN
1661,Century College,,United States of America,MN
1662,Concordia College,,United States of America,MN
1663,Concordia University Saint Paul,,United States of America,MN
1664,Crown College,,United States of America,MN
1665,Dakota County Technical College,,United States of America,MN
1666,Globe University,,United States of America,MN
1667,Hamline University,,United States of America,MN
1668,Institute of Production and Recording,,United States of America,MN
1669,Inver Hills Community College,,United States of America,MN
1670,Leech Lake Tribal College,,United States of America,MN
1671,Luther Seminary,,United States of America,MN
1672,Macalester College,,United States of America,MN
1673,McNally Smith College of Music,,United States of America,MN
1674,Mesabi Range College,,United States of America,MN
1675,Metropolitan State University,,United States of America,MN
1676,Minnesota State University Mankato,,United States of America,MN
1677,Minnesota State University Moorhead,,United States of America,MN
1678,Normandale Community College,,United States of America,MN
1679,North Hennepin Community College,,United States of America,MN
1680,Rasmussen College,,United States of America,MN
1681,Ridgewater College,,United States of America,MN
1682,Saint Cloud State University,,United States of America,MN
1683,Saint Mary’s University of Minnesota,,United States of America,MN
1684,Saint Olaf College,,United States of America,MN
1685,South Central College,,United States of America,MN
1686,Southwest Minnesota State University,,United States of America,MN
1687,The College of Saint Scholastica,,United States of America,MN
1688,United Theological Seminary of the Twin Cities,,United States of America,MN
1689,University of Northwestern Saint Paul,,United States of America,MN
1690,University of Saint Thomas,,United States of America,MN
1691,Walden University,,United States of America,MN
1692,Winona State Unviversity,,United States of America,MN
1693,A.T. Still University,,United States of America,MO
1694,Aquinas Institute of Theology,,United States of America,MO
1695,Assemblies of God Theological Seminary,,United States of America,MO
1696,Avila University,,United States of America,MO
1697,Central Methodist University,,United States of America,MO
1698,Columbia College,,United States of America,MO
1699,Crowder College,,United States of America,MO
1700,Culver-Stockton College,,United States of America,MO
1701,Drury University,,United States of America,MO
1702,Evangel University,,United States of America,MO
1703,Fontbonne University,,United States of America,MO
1704,"College of Saint Benedict, Saint John’s University",CSB,United States of America,MN
1705,Oakland University,OU,United States of America,MI
1706,Hannibal-LaGrange,,United States of America,MO
1707,Harris-Stowe State University,,United States of America,MO
1708,Jefferson College,,United States of America,MO
1709,Kansas City University of Medicine and Biosciences,,United States of America,MO
1710,Lincoln University,,United States of America,MO
1711,Lindenwood University,,United States of America,MO
1712,Linn State Technical College,,United States of America,MO
1713,Maryville University,,United States of America,MO
1714,Metropolitan Community College,,United States of America,MO
1715,Mineral Area College,,United States of America,MO
1716,Missouri Southern State University,,United States of America,MO
1717,Missouri Valley College,,United States of America,MO
1718,Nazarene Theological Seminary,,United States of America,MO
1719,North Central Missouri College,,United States of America,MO
1720,Ozarks Technical Community College,,United States of America,MO
1721,Park University,,United States of America,MO
1722,Rockhurst University,,United States of America,MO
1723,Saint Charles Community College,,United States of America,MO
1724,Saint Louis Community College,,United States of America,MO
1725,South Central Career Center,,United States of America,MO
1726,Southwest Baptist University,,United States of America,MO
1727,University of Missouri Saint Louis,,United States of America,MO
1728,University of Missouri System,,United States of America,MO
1729,Washington University in Saint Louis,,United States of America,MO
1730,Webster University,,United States of America,MO
1731,"Westminster College, Missouri",,United States of America,MO
1732,Belhaven University,,United States of America,MS
1733,Delta State University,,United States of America,MS
1734,East Mississippi Community College,,United States of America,MS
1735,Itawamba Community College,,United States of America,MS
1736,Mississippi Gulf Coast Community College,,United States of America,MS
1737,Northeast Mississippi Community College,,United States of America,MS
1738,Pearl River Community College,,United States of America,MS
1739,Reformed Theological Seminary,,United States of America,MS
1740,University of Mississippi Medical Center,,United States of America,MS
1741,William Carey University,,United States of America,MS
1742,Blackfeet Community College,,United States of America,MT
1743,Carroll College,,United States of America,MT
1744,Flathead Valley Community College,,United States of America,MT
1745,Fort Peck Community College,,United States of America,MT
1746,Miles Community College,,United States of America,MT
1747,Montana State University – Northern,,United States of America,MT
1748,Montana State University Billings,,United States of America,MT
1749,Montana Tech of the University of Montana,,United States of America,MT
1750,Montana University System,,United States of America,MT
1751,University of Montana Helena College,,United States of America,MT
1752,University of Montana Western,,United States of America,MT
1753,Alamance Community College,,United States of America,NC
1754,Asheville-Buncombe Technical Community College,,United States of America,NC
1755,Bladen Community College,,United States of America,NC
1756,Mizzou University of Missouri,"Mizzou, MSU, MU",United States of America,MO
1757,The University of Mississippi,Ole Miss,United States of America,MS
1758,University of Missouri Kansas City,UMKC,United States of America,MO
1759,University of Southern Mississippi,USM,United States of America,MS
1760,Body Therapy Institute,,United States of America,NC
1761,Cape Fear Community College,,United States of America,NC
1762,Central Piedmont Community College,,United States of America,NC
1763,Charlotte School of Law,,United States of America,NC
1764,Chowan University,,United States of America,NC
1765,Craven Community College,,United States of America,NC
1766,Durham Technical Community College,,United States of America,NC
1767,Elizabeth City State University,,United States of America,NC
1768,Fayetteville Technical Community College,,United States of America,NC
1769,Forsyth Technical Community College,,United States of America,NC
1770,Gaston College,,United States of America,NC
1771,Guilford Technical Community College,,United States of America,NC
1772,Heritage Bible College,,United States of America,NC
1773,Isothermal Community College,,United States of America,NC
1774,Lees McRae College,,United States of America,NC
1775,Lenoir Community College,,United States of America,NC
1776,Montgomery Community College,,United States of America,NC
1777,New Life Theological Seminary,,United States of America,NC
1778,North Carolina School of Science and Mathematics,,United States of America,NC
1779,North Carolina Wesleyan College,,United States of America,NC
1780,Piedmont Community College,,United States of America,NC
1781,Pitt Community College,,United States of America,NC
1782,Queens University of Charlotte,,United States of America,NC
1783,Randolph Community College,,United States of America,NC
1784,Roanoke-Chowan Community College,,United States of America,NC
1785,Saint Andrews University,,United States of America,NC
1786,Saint Augustine’s University,,United States of America,NC
1787,Salem College,,United States of America,NC
1788,Sampson Community College,,United States of America,NC
1789,Sandhills Community College,,United States of America,NC
1790,Shaw University,,United States of America,NC
1791,South Piedmont Community College,,United States of America,NC
1792,Southeastern Baptist Theological Seminary,,United States of America,NC
1793,Southeastern Community College,,United States of America,NC
1794,Southwestern Community College,,United States of America,NC
1795,Stanly Community College,,United States of America,NC
1796,The University of Mount Olive,,United States of America,NC
1797,University of North Carolina,,United States of America,NC
1798,University of North Carolina Asheville,,United States of America,NC
1799,University of North Carolina Pembroke,,United States of America,NC
1800,University of North Carolina School of the Arts,,United States of America,NC
1801,Vance-Granville Community College,,United States of America,NC
1802,Wake Technical Community College,,United States of America,NC
1803,Warren Wilson College,,United States of America,NC
1804,Western Piedmont Community College,,United States of America,NC
1805,Dakota College at Bottineau,,United States of America,ND
1806,Mayville State University,,United States of America,ND
1807,Minot State University,,United States of America,ND
1808,North Dakota University System,,United States of America,ND
1809,Turtle Mountain Community College,,United States of America,ND
1810,United Tribes Technical College,,United States of America,ND
1811,Davidson College,DC,United States of America,NC
1812,University of North Carolina Charlotte,"Charlotte, UNCC",United States of America,NC
1813,University of North Carolina Greensboro,UNCG,United States of America,NC
1814,University of North Carolina Wilmington,UNCW,United States of America,NC
1815,Valley City State University,,United States of America,ND
1816,Williston State College,,United States of America,ND
1817,Bellevue University,,United States of America,NE
1818,Bryan College of Health Sciences,,United States of America,NE
1819,Chadron State College,,United States of America,NE
1820,Concordia University Nebraska,,United States of America,NE
1821,Saint Joseph’s College,,United States of America,NE
1822,Little Priest Tribal College,,United States of America,NE
1823,Mid-Plains Community College,,United States of America,NE
1824,Northeast Community College,,United States of America,NE
1825,University of Nebraska,,United States of America,NE
1826,Wayne State College,,United States of America,NE
1827,Charles Sturt University,Charles Sturt,Australia,New South Wales
1828,Macquarie University,Macquarie,Australia,New South Wales
1829,University of New England,UNE,Australia,New South Wales
1830,University of New South Wales,UNSW,Australia,New South Wales
1831,University of Newcastle,Newcastle,Australia,New South Wales
1832,University of Sydney,Sydney Uni,Australia,New South Wales
1833,University of Technology Sydney,UTS,Australia,New South Wales
1834,University of Wollongong,UOW,Australia,New South Wales
1835,Western University Sydney,Western Sydney,Australia,New South Wales
1836,Antioch University New England,,United States of America,NH
1837,Colby Sawyer College,,United States of America,NH
1838,Community College System of New Hampshire,,United States of America,NH
1839,Granite State College,,United States of America,NH
1840,Keene State College,,United States of America,NH
1841,Manchester Community College,,United States of America,NH
1842,Mount Washington College,,United States of America,NH
1843,Nashua Community College,,United States of America,NH
1844,New England College,,United States of America,NH
1845,NHTI Concord’s Community College,,United States of America,NH
1846,Phillips Exeter Academy,,United States of America,NH
1847,Rivier University,,United States of America,NH
1848,Saint Anselm College,,United States of America,NH
1849,White Mountains Community College,,United States of America,NH
1850,Atlantic Cape Community College,,United States of America,NJ
1851,Bergen Community College,,United States of America,NJ
1852,Brookdale Community College,,United States of America,NJ
1853,Burlington County College,,United States of America,NJ
1854,Camden County College,,United States of America,NJ
1855,Centenary College of New Jersey,,United States of America,NJ
1856,County College of Morris,,United States of America,NJ
1857,Drew University,,United States of America,NJ
1858,Eastwick College,,United States of America,NJ
1859,Felician College,,United States of America,NJ
1860,Fortis Institute,,United States of America,NJ
1861,Georgian Court University,,United States of America,NJ
1862,Mercer County Community College,,United States of America,NJ
1863,Middlesex County College,,United States of America,NJ
1864,New Jersey City University,,United States of America,NJ
1865,Ocean County College,,United States of America,NJ
1866,Passaic County Community College,,United States of America,NJ
1867,Princeton University,,United States of America,NJ
1868,Ramapo College of New Jersey,,United States of America,NJ
1869,University of Nebraska at Lincoln,"NU, UNL",United States of America,NE
1870,University of Nebraska Omaha,UNO,United States of America,NE
1871,Raritan Valley Community College,,United States of America,NJ
1872,Rider University,,United States of America,NJ
1873,Ross University,,United States of America,NJ
1874,Rowan University,,United States of America,NJ
1875,Stenotech Career Institute,,United States of America,NJ
1876,Stevens Institute of Technology,,United States of America,NJ
1877,Stockton College,,United States of America,NJ
1878,Sussex County Community College,,United States of America,NJ
1879,Thomas Edison State College,,United States of America,NJ
1880,William Paterson University,,United States of America,NJ
1881,Central New Mexico,,United States of America,NM
1882,Eastern New Mexico University,,United States of America,NM
1883,New Mexico Highlands University,,United States of America,NM
1884,New Mexico Institute of Mining and Technology,,United States of America,NM
1885,New Mexico State University Alamogordo,,United States of America,NM
1886,Northern New Mexico College,,United States of America,NM
1887,San Juan College,,United States of America,NM
1888,Southwestern College,,United States of America,NM
1889,Univeristy of New Mexico,,United States of America,NM
1890,University of the Southwest,,United States of America,NM
1891,Charles Darwin University,Charles Darwin,Australia,Northern Territory
1892,College of Southern Nevada,,United States of America,NV
1893,Great Basin College,,United States of America,NV
1894,Pima Medical Institute,,United States of America,NV
1895,Sierra Nevada College,,United States of America,NV
1896,Truckee Meadows Community College,,United States of America,NV
1897,University of Nevada Reno,,United States of America,NV
1898,Western Nevada College,,United States of America,NV
1899,ASA College,,United States of America,NY
1900,Bard College,,United States of America,NY
1901,Barnard College,,United States of America,NY
1902,Buffalo State University,,United States of America,NY
1903,Canton State University of New York,,United States of America,NY
1904,Cazenovia College,,United States of America,NY
1905,Clinton Community College,,United States of America,NY
1906,Cobleskill University,,United States of America,NY
1907,Colgate University,,United States of America,NY
1908,College of Environmental Science and Forestry,,United States of America,NY
1909,Concordia College New York,,United States of America,NY
1910,Cortland College,,United States of America,NY
1911,Delhi State University of New York,,United States of America,NY
1912,Dominican College,,United States of America,NY
1913,Dowling College,,United States of America,NY
1914,Elim Bible Institute,,United States of America,NY
1915,Elmira College,,United States of America,NY
1916,Empire State College,,United States of America,NY
1917,Erie Community College State University of New York,,United States of America,NY
1918,Excelsior College,,United States of America,NY
1919,Farmingdale State College,,United States of America,NY
1920,Finger Lakes Community College,,United States of America,NY
1921,Five Towns College,,United States of America,NY
1922,Fredonia University,,United States of America,NY
1923,Geneseo University,,United States of America,NY
1924,Globe Institute of Technology,,United States of America,NY
1925,Hamilton College,,United States of America,NY
1926,Hartwick College,,United States of America,NY
1927,Culinary Institute of America,CIA,United States of America,NY
1928,Columbia University in the City of New York,CU,United States of America,NY
1929,University of Nevada Las Vegas,UNLV,United States of America,NV
1930,Herkimer College,,United States of America,NY
1931,Hobart and William Smith Colleges,,United States of America,NY
1932,Hudson Valley Community College,,United States of America,NY
1933,Institute of Design and Construction,,United States of America,NY
1934,Iona College,,United States of America,NY
1935,Jamestown Community College,,United States of America,NY
1936,Keuka College,,United States of America,NY
1937,Le Moyne,,United States of America,NY
1938,Lehman College,,United States of America,NY
1939,Lim College,,United States of America,NY
1940,Manhattan College,,United States of America,NY
1941,Metropolitan College of New York,,United States of America,NY
1942,Monroe Community College,,United States of America,NY
1943,Morrisville State College,,United States of America,NY
1944,Mount Saint Marry College,,United States of America,NY
1945,Nassau Community College,,United States of America,NY
1946,Nazareth College,,United States of America,NY
1947,New Paltz,,United States of America,NY
1948,New York College of Health Professions,,United States of America,NY
1949,New York Film Academy,,United States of America,NY
1950,Nyack College,,United States of America,NY
1951,Orange County Community College,,United States of America,NY
1952,Pace University,,United States of America,NY
1953,Paul Smith’s College,,United States of America,NY
1954,Pratt Institute,,United States of America,NY
1955,Purchase College,,United States of America,NY
1956,Roberts Wesleyan College,,United States of America,NY
1957,Rockland Community College,,United States of America,NY
1958,Saint Bernard’s School of Theology and Ministry,,United States of America,NY
1959,Saint Bonaventure University,Bona,United States of America,NY
1960,Sarah Lawrence College,,United States of America,NY
1961,Siena College,,United States of America,NY
1962,Skidmore College,,United States of America,NY
1963,State University of New Institute of Technology,,United States of America,NY
1964,State University of New York at Adirondack,,United States of America,NY
1965,State University of New York at Oneonta,,United States of America,NY
1966,State University of New York at Oswego,,United States of America,NY
1967,State University of New York at Plattsburgh,,United States of America,NY
1968,State University of New York at Potsdam,,United States of America,NY
1969,Stony Brook Medicine,,United States of America,NY
1970,Suffolk County Community College,,United States of America,NY
1971,The American Musical and Dramatic Academy,,United States of America,NY
1972,The College at Brockport,,United States of America,NY
1973,The College of New Rochelle,,United States of America,NY
1974,The College of Saint Rose,,United States of America,NY
1975,The College of Westchester,,United States of America,NY
1976,The Cooper Union,,United States of America,NY
1977,The General Theological Seminary,,United States of America,NY
1978,The Jewish Theological Seminary,,United States of America,NY
1979,The Juilliard School,,United States of America,NY
1980,The New School,,United States of America,NY
1981,The New York Conservatory for Dramatic Arts,,United States of America,NY
1982,The Sages Colleges,,United States of America,NY
1983,The Touro College and University System,,United States of America,NY
1984,The City University of New York,"CUNY, CSI",United States of America,NY
1985,Saint John Fisher College,SJFC,United States of America,NY
1986,Saint Lawrence University,SLU,United States of America,NY
1987,State University of New York,SUNY,United States of America,NY
1988,Saint John’s University,SJU,United States of America,NY
1989,Tompkins Cortland Community College,,United States of America,NY
1990,Touro College Jacob D. Fuchsberg Law Center,,United States of America,NY
1991,Union College,,United States of America,NY
1992,University at Albany,,United States of America,NY
1993,Upstate Medical University,,United States of America,NY
1994,Utica College,,United States of America,NY
1995,Vassar College,,United States of America,NY
1996,Wells College,,United States of America,NY
1997,Westchester Community College,,United States of America,NY
1998,Ashland University,,United States of America,OH
1999,Aultman College of Nursing and Health Sciences,,United States of America,OH
2000,Belmont College,,United States of America,OH
2001,Capital University,,United States of America,OH
2002,Cedarville University,,United States of America,OH
2003,Central Ohio Technical College,,United States of America,OH
2004,Cincinnati College of Mortuary Science,,United States of America,OH
2005,Cincinnati State Technical and Community College,,United States of America,OH
2006,Columbus State Community College,,United States of America,OH
2007,Cuyahoga Community College,,United States of America,OH
2008,Defiance College,,United States of America,OH
2009,Franklin University,,United States of America,OH
2010,Heidelberg University,,United States of America,OH
2011,Hiram College,,United States of America,OH
2012,Hocking College,,United States of America,OH
2013,John Carroll University,,United States of America,OH
2014,Kenyon College,,United States of America,OH
2015,Lakeland Community College,,United States of America,OH
2016,Lima Central Catholic High School,,United States of America,OH
2017,Lorain County Community College,,United States of America,OH
2018,Malone University,,United States of America,OH
2019,Mount Saint Joseph University,,United States of America,OH
2020,Mount Vernon Nazarene University,,United States of America,OH
2021,Muskingum University,,United States of America,OH
2022,North Central State College,,United States of America,OH
2023,Oberlin College and Conservatory,,United States of America,OH
2024,Ohio Wesleyan University,,United States of America,OH
2025,Otterbein University,,United States of America,OH
2026,Owens Community College,,United States of America,OH
2027,Shawnee State University,,United States of America,OH
2028,Sinclair Community College,,United States of America,OH
2029,The College of Wooster,,United States of America,OH
2030,The University of Findlay,,United States of America,OH
2031,Tiffin University,,United States of America,OH
2032,University of Cincinnati Blue Ash,,United States of America,OH
2033,University of Cincinnati Clermont,,United States of America,OH
2034,University of Rio Grande,,United States of America,OH
2035,Urbana University,,United States of America,OH
2036,Ursuline College,,United States of America,OH
2037,Walsh University,,United States of America,OH
2038,Western Reserve University,,United States of America,OH
2039,Wittenberg University,,United States of America,OH
2040,United States Military Academy West Point,"Army, West Point",United States of America,NY
2041,The University of Akron,UA,United States of America,OH
2042,Cameron University,,United States of America,Ok
2043,Connors State College,,United States of America,Ok
2044,East Central University,,United States of America,Ok
2045,Langston University,,United States of America,Ok
2046,Meridian Technology Center,,United States of America,Ok
2047,Mid-America Christian University,,United States of America,Ok
2048,Northwestern Oklahoma State University,,United States of America,Ok
2049,Oklahoma City Community College,,United States of America,Ok
2050,Oklahoma State University Institue of Technology,,United States of America,Ok
2051,Rogers State University,,United States of America,Ok
2052,Rose State College,,United States of America,Ok
2053,Southwestern Christian University,,United States of America,Ok
2054,The University of Oklahoma Health Sciences Center,,United States of America,Ok
2055,Tulsa Community College,,United States of America,Ok
2056,Western Oklahoma State College,,United States of America,Ok
2057,Blue Mountain Community College,,United States of America,OR
2058,Central Oregon Community College,,United States of America,OR
2059,Clatsop Community College,,United States of America,OR
2060,Columbia School of English,,United States of America,OR
2061,Concordia University Portland Oregon,,United States of America,OR
2062,Eastern Oregon University,,United States of America,OR
2063,Lane Community College,,United States of America,OR
2064,Lewis and Clark,,United States of America,OR
2065,Linfield College,,United States of America,OR
2066,Linn-Benton Community College,,United States of America,OR
2067,Marylhurst University,,United States of America,OR
2068,National College of Natural Medicine,,United States of America,OR
2069,Oregon Health and Science University,,United States of America,OR
2070,Pacific University Oregon,,United States of America,OR
2071,Reed College,,United States of America,OR
2072,Rogue Community College,,United States of America,OR
2073,Southern Oregon University,,United States of America,OR
2074,Southwestern Oregon Community College,,United States of America,OR
2075,Warner Pacific College,,United States of America,OR
2076,Western Oregon University,,United States of America,OR
2077,Willamette University,,United States of America,OR
2078,Allegheny College,,United States of America,PA
2079,Alvernia University,,United States of America,PA
2080,Baptist Bible College & Seminary,,United States of America,PA
2081,Bloomsburg University,,United States of America,PA
2082,Bucks County Community College,,United States of America,PA
2083,Butler County Community College,,United States of America,PA
2084,Carlow University,,United States of America,PA
2085,Cedar Crest College,,United States of America,PA
2086,Chestnut Hill College,,United States of America,PA
2087,Cheyney University of Pennsylvania,,United States of America,PA
2088,The University of Oklahoma,OU,United States of America,Ok
2089,Xavier University,XU,United States of America,OH
2090,Southwestern Oklahoma State University,SWOSU,United States of America,Ok
2091,Clarion University,,United States of America,PA
2092,Community College of Allegheny County,,United States of America,PA
2093,Community College of Philadelphia,,United States of America,PA
2094,Delaware County Community College,,United States of America,PA
2095,Delaware Valley College,,United States of America,PA
2096,Dickinson College,,United States of America,PA
2097,East Stroudsburg University,,United States of America,PA
2098,Eastern University,,United States of America,PA
2099,Edinboro University,,United States of America,PA
2100,Elizabethtown College,,United States of America,PA
2101,Evangelical Seminary,,United States of America,PA
2102,Geneva College,,United States of America,PA
2103,Gettysburg College,,United States of America,PA
2104,Grove City College,,United States of America,PA
2105,Harrisburg Area Community College,,United States of America,PA
2106,Haverford College,,United States of America,PA
2107,Holy Family University,,United States of America,PA
2108,Juniata College,,United States of America,PA
2109,Keystone College,,United States of America,PA
2110,La Roche College,,United States of America,PA
2111,Lackawanna College,,United States of America,PA
2112,Lafayette College,,United States of America,PA
2113,Lancaster Bible College,,United States of America,PA
2114,Lancaster County Career and Technology Center,,United States of America,PA
2115,Lancaster Theological Seminary,,United States of America,PA
2116,Lansdale School of Business,,United States of America,PA
2117,Lebanon Valley College,,United States of America,PA
2118,Lehigh Carbon Community College,,United States of America,PA
2119,Lycoming College,,United States of America,PA
2120,Manor College,,United States of America,PA
2121,Mansfield University,,United States of America,PA
2122,Messiah College,,United States of America,PA
2123,Montgomery County Community College,,United States of America,PA
2124,Moravian College,,United States of America,PA
2125,Mount Aloysius College,,United States of America,PA
2126,Muhlenberg College,,United States of America,PA
2127,Neumann University,,United States of America,PA
2128,Northampton Community College,,United States of America,PA
2129,Pennsylvania Academy of the Fine Arts,,United States of America,PA
2130,Pennsylvania Gunsmith School,,United States of America,PA
2131,Philadelphia University,,United States of America,PA
2132,Reading Area Community College,,United States of America,PA
2133,Saint Vincent College,,United States of America,PA
2134,Saint Vincent Seminary,,United States of America,PA
2135,Salus University,,United States of America,PA
2136,Shippensburg University,,United States of America,PA
2137,The American College of Financial Services,,United States of America,PA
2138,The Lincoln University,,United States of America,PA
2139,Thiel College,,United States of America,PA
2140,Thomas Jefferson University,,United States of America,PA
2141,University of the Arts,,United States of America,PA
2142,University of the Sciences in Philadelphia,,United States of America,PA
2143,Ursinus College,,United States of America,PA
2144,Valley Forge Christian College,,United States of America,PA
2145,Kutztown University,KU,United States of America,PA
2146,The University of Scranton,U of S,United States of America,PA
2147,Saint Joseph’s University,SJU,United States of America,PA
2148,Westminster College,,United States of America,PA
2149,Westmoreland County Community College,,United States of America,PA
2150,Widener University,,United States of America,PA
2151,Wilkes University,,United States of America,PA
2152,Wilson College,,United States of America,PA
2153,York College of Pennsylvania,,United States of America,PA
2154,Bond University,Bond,Australia,Queensland
2155,Central Queensland University,CQU,Australia,Queensland
2156,Griffith University,Griffith,Australia,Queensland
2157,James Cook University,JCU,Australia,Queensland
2158,Queensland University of Technology,QUT,Australia,Queensland
2159,University of Queensland,UQ,Australia,Queensland
2160,University of Southern Queensland,USQ,Australia,Queensland
2161,University of the Sunshine Coast,USC,Australia,Queensland
2162,Community College of Rhode Island,,United States of America,RI
2163,New England Institute of Technology,,United States of America,RI
2164,The University of Rhode Island,,United States of America,RI
2165,Flinders University,Flinders,Australia,South Australia
2166,Torrens University Australia,Torrens,Australia,South Australia
2167,University of Adelaide,Adelaide Uni,Australia,South Australia
2168,University of South Australia,Uni of SA,Australia,South Australia
2169,Anderson University,,United States of America,SC
2170,Centura College,,United States of America,SC
2171,Coker College,,United States of America,SC
2172,Columbia College South Carolina,,United States of America,SC
2173,Columbia International University,,United States of America,SC
2174,Florence-Darlington Technical College,,United States of America,SC
2175,Forrest College,,United States of America,SC
2176,Francis Marion University,,United States of America,SC
2177,Lander University,,United States of America,SC
2178,Limestone College,,United States of America,SC
2179,Midlands Technical College,,United States of America,SC
2180,Newberry College,,United States of America,SC
2181,Orangeburg-Calhoun Technical College,,United States of America,SC
2182,Sinte Gleska University,,United States of America,SC
2183,Spartanburg Methodist College,,United States of America,SC
2184,The Citadel Military College of South Carolina,,United States of America,SC
2185,TriCounty Technical College,,United States of America,SC
2186,University of South Carolina Beaufort,,United States of America,SC
2187,University of South Carolina Upstate,,United States of America,SC
2188,Wofford College,,United States of America,SC
2189,York Technical College,,United States of America,SC
